artist_id,day,plays
023406156015ef87f99521f3b343f71f,163,412
023406156015ef87f99521f3b343f71f,164,395
023406156015ef87f99521f3b343f71f,165,400
023406156015ef87f99521f3b343f71f,166,413
023406156015ef87f99521f3b343f71f,167,323
023406156015ef87f99521f3b343f71f,168,471
023406156015ef87f99521f3b343f71f,169,432
023406156015ef87f99521f3b343f71f,170,397
023406156015ef87f99521f3b343f71f,171,390
023406156015ef87f99521f3b343f71f,172,515
023406156015ef87f99521f3b343f71f,173,382
023406156015ef87f99521f3b343f71f,174,412
023406156015ef87f99521f3b343f71f,175,522
023406156015ef87f99521f3b343f71f,176,456
023406156015ef87f99521f3b343f71f,177,455
023406156015ef87f99521f3b343f71f,178,402
023406156015ef87f99521f3b343f71f,179,395
023406156015ef87f99521f3b343f71f,180,415
023406156015ef87f99521f3b343f71f,181,414
023406156015ef87f99521f3b343f71f,182,440
023406156015ef87f99521f3b343f71f,183,571
023406156015ef87f99521f3b343f71f,184,376
023406156015ef87f99521f3b343f71f,185,383
023406156015ef87f99521f3b343f71f,186,429
023406156015ef87f99521f3b343f71f,187,455
023406156015ef87f99521f3b343f71f,188,434
023406156015ef87f99521f3b343f71f,189,402
023406156015ef87f99521f3b343f71f,190,433
023406156015ef87f99521f3b343f71f,191,323
023406156015ef87f99521f3b343f71f,192,417
023406156015ef87f99521f3b343f71f,193,406
023406156015ef87f99521f3b343f71f,194,413
023406156015ef87f99521f3b343f71f,195,498
023406156015ef87f99521f3b343f71f,196,436
023406156015ef87f99521f3b343f71f,197,465
023406156015ef87f99521f3b343f71f,198,564
023406156015ef87f99521f3b343f71f,199,350
023406156015ef87f99521f3b343f71f,200,351
023406156015ef87f99521f3b343f71f,201,341
023406156015ef87f99521f3b343f71f,202,280
023406156015ef87f99521f3b343f71f,203,357
023406156015ef87f99521f3b343f71f,204,407
023406156015ef87f99521f3b343f71f,205,372
023406156015ef87f99521f3b343f71f,206,329
023406156015ef87f99521f3b343f71f,207,385
023406156015ef87f99521f3b343f71f,208,393
023406156015ef87f99521f3b343f71f,209,424
023406156015ef87f99521f3b343f71f,210,417
023406156015ef87f99521f3b343f71f,211,591
023406156015ef87f99521f3b343f71f,212,536
023406156015ef87f99521f3b343f71f,213,530
023406156015ef87f99521f3b343f71f,214,407
023406156015ef87f99521f3b343f71f,215,479
023406156015ef87f99521f3b343f71f,216,665
023406156015ef87f99521f3b343f71f,217,449
023406156015ef87f99521f3b343f71f,218,609
023406156015ef87f99521f3b343f71f,219,526
023406156015ef87f99521f3b343f71f,220,425
023406156015ef87f99521f3b343f71f,221,483
023406156015ef87f99521f3b343f71f,222,454
023406156015ef87f99521f3b343f71f,223,484
023406156015ef87f99521f3b343f71f,224,390
023406156015ef87f99521f3b343f71f,225,407
023406156015ef87f99521f3b343f71f,226,517
023406156015ef87f99521f3b343f71f,227,359
023406156015ef87f99521f3b343f71f,228,394
023406156015ef87f99521f3b343f71f,229,398
023406156015ef87f99521f3b343f71f,230,443
023406156015ef87f99521f3b343f71f,231,541
023406156015ef87f99521f3b343f71f,232,529
023406156015ef87f99521f3b343f71f,233,469
023406156015ef87f99521f3b343f71f,234,430
023406156015ef87f99521f3b343f71f,235,394
023406156015ef87f99521f3b343f71f,236,476
023406156015ef87f99521f3b343f71f,237,516
023406156015ef87f99521f3b343f71f,238,340
023406156015ef87f99521f3b343f71f,239,443
023406156015ef87f99521f3b343f71f,240,414
023406156015ef87f99521f3b343f71f,241,403
023406156015ef87f99521f3b343f71f,242,454
025943df23acf5d3863b35fa6e0d79ec,060,101
025943df23acf5d3863b35fa6e0d79ec,061,71
025943df23acf5d3863b35fa6e0d79ec,062,73
025943df23acf5d3863b35fa6e0d79ec,063,181
025943df23acf5d3863b35fa6e0d79ec,064,251
025943df23acf5d3863b35fa6e0d79ec,065,116
025943df23acf5d3863b35fa6e0d79ec,066,146
025943df23acf5d3863b35fa6e0d79ec,067,153
025943df23acf5d3863b35fa6e0d79ec,068,99
025943df23acf5d3863b35fa6e0d79ec,069,102
025943df23acf5d3863b35fa6e0d79ec,070,94
025943df23acf5d3863b35fa6e0d79ec,071,112
025943df23acf5d3863b35fa6e0d79ec,072,97
025943df23acf5d3863b35fa6e0d79ec,073,173
025943df23acf5d3863b35fa6e0d79ec,074,165
025943df23acf5d3863b35fa6e0d79ec,075,111
025943df23acf5d3863b35fa6e0d79ec,076,131
025943df23acf5d3863b35fa6e0d79ec,077,229
025943df23acf5d3863b35fa6e0d79ec,078,127
025943df23acf5d3863b35fa6e0d79ec,079,189
025943df23acf5d3863b35fa6e0d79ec,080,153
025943df23acf5d3863b35fa6e0d79ec,081,205
025943df23acf5d3863b35fa6e0d79ec,082,149
025943df23acf5d3863b35fa6e0d79ec,083,122
025943df23acf5d3863b35fa6e0d79ec,084,133
025943df23acf5d3863b35fa6e0d79ec,085,191
025943df23acf5d3863b35fa6e0d79ec,086,205
025943df23acf5d3863b35fa6e0d79ec,087,387
025943df23acf5d3863b35fa6e0d79ec,088,214
025943df23acf5d3863b35fa6e0d79ec,089,292
025943df23acf5d3863b35fa6e0d79ec,090,218
025943df23acf5d3863b35fa6e0d79ec,091,172
025943df23acf5d3863b35fa6e0d79ec,092,200
025943df23acf5d3863b35fa6e0d79ec,093,228
025943df23acf5d3863b35fa6e0d79ec,094,241
025943df23acf5d3863b35fa6e0d79ec,095,190
025943df23acf5d3863b35fa6e0d79ec,096,285
025943df23acf5d3863b35fa6e0d79ec,097,192
025943df23acf5d3863b35fa6e0d79ec,098,242
025943df23acf5d3863b35fa6e0d79ec,099,267
025943df23acf5d3863b35fa6e0d79ec,100,336
025943df23acf5d3863b35fa6e0d79ec,101,484
025943df23acf5d3863b35fa6e0d79ec,102,438
025943df23acf5d3863b35fa6e0d79ec,103,743
025943df23acf5d3863b35fa6e0d79ec,104,386
025943df23acf5d3863b35fa6e0d79ec,105,533
025943df23acf5d3863b35fa6e0d79ec,106,317
025943df23acf5d3863b35fa6e0d79ec,107,435
025943df23acf5d3863b35fa6e0d79ec,108,233
025943df23acf5d3863b35fa6e0d79ec,109,344
025943df23acf5d3863b35fa6e0d79ec,110,475
025943df23acf5d3863b35fa6e0d79ec,111,340
025943df23acf5d3863b35fa6e0d79ec,112,379
025943df23acf5d3863b35fa6e0d79ec,113,348
025943df23acf5d3863b35fa6e0d79ec,114,322
025943df23acf5d3863b35fa6e0d79ec,115,245
025943df23acf5d3863b35fa6e0d79ec,116,235
025943df23acf5d3863b35fa6e0d79ec,117,432
025943df23acf5d3863b35fa6e0d79ec,118,483
025943df23acf5d3863b35fa6e0d79ec,119,648
025943df23acf5d3863b35fa6e0d79ec,120,442
025943df23acf5d3863b35fa6e0d79ec,121,261
025943df23acf5d3863b35fa6e0d79ec,122,300
025943df23acf5d3863b35fa6e0d79ec,123,342
025943df23acf5d3863b35fa6e0d79ec,124,371
025943df23acf5d3863b35fa6e0d79ec,125,329
025943df23acf5d3863b35fa6e0d79ec,126,428
025943df23acf5d3863b35fa6e0d79ec,127,301
025943df23acf5d3863b35fa6e0d79ec,128,232
025943df23acf5d3863b35fa6e0d79ec,129,349
025943df23acf5d3863b35fa6e0d79ec,130,203
025943df23acf5d3863b35fa6e0d79ec,131,275
025943df23acf5d3863b35fa6e0d79ec,132,232
025943df23acf5d3863b35fa6e0d79ec,133,263
025943df23acf5d3863b35fa6e0d79ec,134,459
025943df23acf5d3863b35fa6e0d79ec,135,431
025943df23acf5d3863b35fa6e0d79ec,136,379
025943df23acf5d3863b35fa6e0d79ec,137,391
025943df23acf5d3863b35fa6e0d79ec,138,199
025943df23acf5d3863b35fa6e0d79ec,139,238
025943df23acf5d3863b35fa6e0d79ec,140,362
025943df23acf5d3863b35fa6e0d79ec,141,510
025943df23acf5d3863b35fa6e0d79ec,142,312
025943df23acf5d3863b35fa6e0d79ec,143,317
025943df23acf5d3863b35fa6e0d79ec,144,239
025943df23acf5d3863b35fa6e0d79ec,145,228
025943df23acf5d3863b35fa6e0d79ec,146,262
025943df23acf5d3863b35fa6e0d79ec,147,367
025943df23acf5d3863b35fa6e0d79ec,148,306
025943df23acf5d3863b35fa6e0d79ec,149,390
025943df23acf5d3863b35fa6e0d79ec,150,350
025943df23acf5d3863b35fa6e0d79ec,151,424
025943df23acf5d3863b35fa6e0d79ec,152,204
025943df23acf5d3863b35fa6e0d79ec,153,277
025943df23acf5d3863b35fa6e0d79ec,154,392
025943df23acf5d3863b35fa6e0d79ec,155,323
025943df23acf5d3863b35fa6e0d79ec,156,207
025943df23acf5d3863b35fa6e0d79ec,157,416
025943df23acf5d3863b35fa6e0d79ec,158,309
025943df23acf5d3863b35fa6e0d79ec,159,395
025943df23acf5d3863b35fa6e0d79ec,160,224
025943df23acf5d3863b35fa6e0d79ec,161,301
025943df23acf5d3863b35fa6e0d79ec,162,222
025943df23acf5d3863b35fa6e0d79ec,163,260
025943df23acf5d3863b35fa6e0d79ec,164,179
025943df23acf5d3863b35fa6e0d79ec,165,233
025943df23acf5d3863b35fa6e0d79ec,166,301
025943df23acf5d3863b35fa6e0d79ec,167,201
025943df23acf5d3863b35fa6e0d79ec,168,254
025943df23acf5d3863b35fa6e0d79ec,169,215
025943df23acf5d3863b35fa6e0d79ec,170,212
025943df23acf5d3863b35fa6e0d79ec,171,230
025943df23acf5d3863b35fa6e0d79ec,172,177
025943df23acf5d3863b35fa6e0d79ec,173,150
025943df23acf5d3863b35fa6e0d79ec,174,231
025943df23acf5d3863b35fa6e0d79ec,175,258
025943df23acf5d3863b35fa6e0d79ec,176,205
025943df23acf5d3863b35fa6e0d79ec,177,184
025943df23acf5d3863b35fa6e0d79ec,178,149
025943df23acf5d3863b35fa6e0d79ec,179,287
025943df23acf5d3863b35fa6e0d79ec,180,351
025943df23acf5d3863b35fa6e0d79ec,181,244
025943df23acf5d3863b35fa6e0d79ec,182,280
025943df23acf5d3863b35fa6e0d79ec,183,318
025943df23acf5d3863b35fa6e0d79ec,184,314
025943df23acf5d3863b35fa6e0d79ec,185,392
025943df23acf5d3863b35fa6e0d79ec,186,220
025943df23acf5d3863b35fa6e0d79ec,187,189
025943df23acf5d3863b35fa6e0d79ec,188,263
025943df23acf5d3863b35fa6e0d79ec,189,381
025943df23acf5d3863b35fa6e0d79ec,190,304
025943df23acf5d3863b35fa6e0d79ec,191,182
025943df23acf5d3863b35fa6e0d79ec,192,150
025943df23acf5d3863b35fa6e0d79ec,193,169
025943df23acf5d3863b35fa6e0d79ec,194,133
025943df23acf5d3863b35fa6e0d79ec,195,214
025943df23acf5d3863b35fa6e0d79ec,196,239
025943df23acf5d3863b35fa6e0d79ec,197,171
025943df23acf5d3863b35fa6e0d79ec,198,152
025943df23acf5d3863b35fa6e0d79ec,199,177
025943df23acf5d3863b35fa6e0d79ec,200,166
025943df23acf5d3863b35fa6e0d79ec,201,194
025943df23acf5d3863b35fa6e0d79ec,202,160
025943df23acf5d3863b35fa6e0d79ec,203,226
025943df23acf5d3863b35fa6e0d79ec,204,151
025943df23acf5d3863b35fa6e0d79ec,205,174
025943df23acf5d3863b35fa6e0d79ec,206,183
025943df23acf5d3863b35fa6e0d79ec,207,196
025943df23acf5d3863b35fa6e0d79ec,208,195
025943df23acf5d3863b35fa6e0d79ec,209,253
025943df23acf5d3863b35fa6e0d79ec,210,234
025943df23acf5d3863b35fa6e0d79ec,211,187
025943df23acf5d3863b35fa6e0d79ec,212,517
025943df23acf5d3863b35fa6e0d79ec,213,424
025943df23acf5d3863b35fa6e0d79ec,214,361
025943df23acf5d3863b35fa6e0d79ec,215,281
025943df23acf5d3863b35fa6e0d79ec,216,338
025943df23acf5d3863b35fa6e0d79ec,217,355
025943df23acf5d3863b35fa6e0d79ec,218,229
025943df23acf5d3863b35fa6e0d79ec,219,257
025943df23acf5d3863b35fa6e0d79ec,220,308
025943df23acf5d3863b35fa6e0d79ec,221,251
025943df23acf5d3863b35fa6e0d79ec,222,180
025943df23acf5d3863b35fa6e0d79ec,223,246
025943df23acf5d3863b35fa6e0d79ec,224,291
025943df23acf5d3863b35fa6e0d79ec,225,251
025943df23acf5d3863b35fa6e0d79ec,226,221
025943df23acf5d3863b35fa6e0d79ec,227,209
025943df23acf5d3863b35fa6e0d79ec,228,202
025943df23acf5d3863b35fa6e0d79ec,229,193
025943df23acf5d3863b35fa6e0d79ec,230,355
025943df23acf5d3863b35fa6e0d79ec,231,310
025943df23acf5d3863b35fa6e0d79ec,232,277
025943df23acf5d3863b35fa6e0d79ec,233,247
025943df23acf5d3863b35fa6e0d79ec,234,231
025943df23acf5d3863b35fa6e0d79ec,235,236
025943df23acf5d3863b35fa6e0d79ec,236,215
025943df23acf5d3863b35fa6e0d79ec,237,338
025943df23acf5d3863b35fa6e0d79ec,238,294
025943df23acf5d3863b35fa6e0d79ec,239,224
025943df23acf5d3863b35fa6e0d79ec,240,292
025943df23acf5d3863b35fa6e0d79ec,241,190
025943df23acf5d3863b35fa6e0d79ec,242,220
03c6699ea836decbc5c8fc2dbae7bd3b,060,455
03c6699ea836decbc5c8fc2dbae7bd3b,061,366
03c6699ea836decbc5c8fc2dbae7bd3b,062,359
03c6699ea836decbc5c8fc2dbae7bd3b,063,5713
03c6699ea836decbc5c8fc2dbae7bd3b,064,8489
03c6699ea836decbc5c8fc2dbae7bd3b,065,4138
03c6699ea836decbc5c8fc2dbae7bd3b,066,3104
03c6699ea836decbc5c8fc2dbae7bd3b,067,3122
03c6699ea836decbc5c8fc2dbae7bd3b,068,2325
03c6699ea836decbc5c8fc2dbae7bd3b,069,2121
03c6699ea836decbc5c8fc2dbae7bd3b,070,4197
03c6699ea836decbc5c8fc2dbae7bd3b,071,4564
03c6699ea836decbc5c8fc2dbae7bd3b,072,3587
03c6699ea836decbc5c8fc2dbae7bd3b,073,2522
03c6699ea836decbc5c8fc2dbae7bd3b,074,2473
03c6699ea836decbc5c8fc2dbae7bd3b,075,2391
03c6699ea836decbc5c8fc2dbae7bd3b,076,2682
03c6699ea836decbc5c8fc2dbae7bd3b,077,4109
03c6699ea836decbc5c8fc2dbae7bd3b,078,3930
03c6699ea836decbc5c8fc2dbae7bd3b,079,4688
03c6699ea836decbc5c8fc2dbae7bd3b,080,3782
03c6699ea836decbc5c8fc2dbae7bd3b,081,3374
03c6699ea836decbc5c8fc2dbae7bd3b,082,3480
03c6699ea836decbc5c8fc2dbae7bd3b,083,2841
03c6699ea836decbc5c8fc2dbae7bd3b,084,4372
03c6699ea836decbc5c8fc2dbae7bd3b,085,6668
03c6699ea836decbc5c8fc2dbae7bd3b,086,5359
03c6699ea836decbc5c8fc2dbae7bd3b,087,3606
03c6699ea836decbc5c8fc2dbae7bd3b,088,4517
03c6699ea836decbc5c8fc2dbae7bd3b,089,4467
03c6699ea836decbc5c8fc2dbae7bd3b,090,4522
03c6699ea836decbc5c8fc2dbae7bd3b,091,3472
03c6699ea836decbc5c8fc2dbae7bd3b,092,2659
03c6699ea836decbc5c8fc2dbae7bd3b,093,2996
03c6699ea836decbc5c8fc2dbae7bd3b,094,3713
03c6699ea836decbc5c8fc2dbae7bd3b,095,3268
03c6699ea836decbc5c8fc2dbae7bd3b,096,3098
03c6699ea836decbc5c8fc2dbae7bd3b,097,2610
03c6699ea836decbc5c8fc2dbae7bd3b,098,3280
03c6699ea836decbc5c8fc2dbae7bd3b,099,2827
03c6699ea836decbc5c8fc2dbae7bd3b,100,2483
03c6699ea836decbc5c8fc2dbae7bd3b,101,1857
03c6699ea836decbc5c8fc2dbae7bd3b,102,2013
03c6699ea836decbc5c8fc2dbae7bd3b,103,1905
03c6699ea836decbc5c8fc2dbae7bd3b,104,1843
03c6699ea836decbc5c8fc2dbae7bd3b,105,1945
03c6699ea836decbc5c8fc2dbae7bd3b,106,1684
03c6699ea836decbc5c8fc2dbae7bd3b,107,1565
03c6699ea836decbc5c8fc2dbae7bd3b,108,1518
03c6699ea836decbc5c8fc2dbae7bd3b,109,1777
03c6699ea836decbc5c8fc2dbae7bd3b,110,1373
03c6699ea836decbc5c8fc2dbae7bd3b,111,1146
03c6699ea836decbc5c8fc2dbae7bd3b,112,1166
03c6699ea836decbc5c8fc2dbae7bd3b,113,1241
03c6699ea836decbc5c8fc2dbae7bd3b,114,980
03c6699ea836decbc5c8fc2dbae7bd3b,115,1319
03c6699ea836decbc5c8fc2dbae7bd3b,116,1146
03c6699ea836decbc5c8fc2dbae7bd3b,117,1358
03c6699ea836decbc5c8fc2dbae7bd3b,118,1356
03c6699ea836decbc5c8fc2dbae7bd3b,119,1073
03c6699ea836decbc5c8fc2dbae7bd3b,120,1297
03c6699ea836decbc5c8fc2dbae7bd3b,121,1964
03c6699ea836decbc5c8fc2dbae7bd3b,122,1750
03c6699ea836decbc5c8fc2dbae7bd3b,123,973
03c6699ea836decbc5c8fc2dbae7bd3b,124,1244
03c6699ea836decbc5c8fc2dbae7bd3b,125,1082
03c6699ea836decbc5c8fc2dbae7bd3b,126,1027
03c6699ea836decbc5c8fc2dbae7bd3b,127,1205
03c6699ea836decbc5c8fc2dbae7bd3b,128,1095
03c6699ea836decbc5c8fc2dbae7bd3b,129,1262
03c6699ea836decbc5c8fc2dbae7bd3b,130,1377
03c6699ea836decbc5c8fc2dbae7bd3b,131,960
03c6699ea836decbc5c8fc2dbae7bd3b,132,1366
03c6699ea836decbc5c8fc2dbae7bd3b,133,879
03c6699ea836decbc5c8fc2dbae7bd3b,134,1008
03c6699ea836decbc5c8fc2dbae7bd3b,135,803
03c6699ea836decbc5c8fc2dbae7bd3b,136,912
03c6699ea836decbc5c8fc2dbae7bd3b,137,1144
03c6699ea836decbc5c8fc2dbae7bd3b,138,1061
03c6699ea836decbc5c8fc2dbae7bd3b,139,1125
03c6699ea836decbc5c8fc2dbae7bd3b,140,886
03c6699ea836decbc5c8fc2dbae7bd3b,141,1105
03c6699ea836decbc5c8fc2dbae7bd3b,142,937
03c6699ea836decbc5c8fc2dbae7bd3b,143,884
03c6699ea836decbc5c8fc2dbae7bd3b,144,1135
03c6699ea836decbc5c8fc2dbae7bd3b,145,1349
03c6699ea836decbc5c8fc2dbae7bd3b,146,1001
03c6699ea836decbc5c8fc2dbae7bd3b,147,998
03c6699ea836decbc5c8fc2dbae7bd3b,148,946
03c6699ea836decbc5c8fc2dbae7bd3b,149,1126
03c6699ea836decbc5c8fc2dbae7bd3b,150,1176
03c6699ea836decbc5c8fc2dbae7bd3b,151,1017
03c6699ea836decbc5c8fc2dbae7bd3b,152,1372
03c6699ea836decbc5c8fc2dbae7bd3b,153,1220
03c6699ea836decbc5c8fc2dbae7bd3b,154,824
03c6699ea836decbc5c8fc2dbae7bd3b,155,1019
03c6699ea836decbc5c8fc2dbae7bd3b,156,964
03c6699ea836decbc5c8fc2dbae7bd3b,157,966
03c6699ea836decbc5c8fc2dbae7bd3b,158,834
03c6699ea836decbc5c8fc2dbae7bd3b,159,903
03c6699ea836decbc5c8fc2dbae7bd3b,160,1069
03c6699ea836decbc5c8fc2dbae7bd3b,161,971
03c6699ea836decbc5c8fc2dbae7bd3b,162,1209
03c6699ea836decbc5c8fc2dbae7bd3b,163,1010
03c6699ea836decbc5c8fc2dbae7bd3b,164,915
03c6699ea836decbc5c8fc2dbae7bd3b,165,862
03c6699ea836decbc5c8fc2dbae7bd3b,166,966
03c6699ea836decbc5c8fc2dbae7bd3b,167,1782
03c6699ea836decbc5c8fc2dbae7bd3b,168,1266
03c6699ea836decbc5c8fc2dbae7bd3b,169,1174
03c6699ea836decbc5c8fc2dbae7bd3b,170,1233
03c6699ea836decbc5c8fc2dbae7bd3b,171,1014
03c6699ea836decbc5c8fc2dbae7bd3b,172,760
03c6699ea836decbc5c8fc2dbae7bd3b,173,1025
03c6699ea836decbc5c8fc2dbae7bd3b,174,1181
03c6699ea836decbc5c8fc2dbae7bd3b,175,935
03c6699ea836decbc5c8fc2dbae7bd3b,176,785
03c6699ea836decbc5c8fc2dbae7bd3b,177,874
03c6699ea836decbc5c8fc2dbae7bd3b,178,1010
03c6699ea836decbc5c8fc2dbae7bd3b,179,789
03c6699ea836decbc5c8fc2dbae7bd3b,180,1243
03c6699ea836decbc5c8fc2dbae7bd3b,181,1102
03c6699ea836decbc5c8fc2dbae7bd3b,182,702
03c6699ea836decbc5c8fc2dbae7bd3b,183,653
03c6699ea836decbc5c8fc2dbae7bd3b,184,984
03c6699ea836decbc5c8fc2dbae7bd3b,185,1074
03c6699ea836decbc5c8fc2dbae7bd3b,186,939
03c6699ea836decbc5c8fc2dbae7bd3b,187,711
03c6699ea836decbc5c8fc2dbae7bd3b,188,931
03c6699ea836decbc5c8fc2dbae7bd3b,189,1233
03c6699ea836decbc5c8fc2dbae7bd3b,190,836
03c6699ea836decbc5c8fc2dbae7bd3b,191,848
03c6699ea836decbc5c8fc2dbae7bd3b,192,983
03c6699ea836decbc5c8fc2dbae7bd3b,193,1017
03c6699ea836decbc5c8fc2dbae7bd3b,194,868
03c6699ea836decbc5c8fc2dbae7bd3b,195,1207
03c6699ea836decbc5c8fc2dbae7bd3b,196,1163
03c6699ea836decbc5c8fc2dbae7bd3b,197,830
03c6699ea836decbc5c8fc2dbae7bd3b,198,722
03c6699ea836decbc5c8fc2dbae7bd3b,199,941
03c6699ea836decbc5c8fc2dbae7bd3b,200,822
03c6699ea836decbc5c8fc2dbae7bd3b,201,857
03c6699ea836decbc5c8fc2dbae7bd3b,202,1081
03c6699ea836decbc5c8fc2dbae7bd3b,203,824
03c6699ea836decbc5c8fc2dbae7bd3b,204,855
03c6699ea836decbc5c8fc2dbae7bd3b,205,438
03c6699ea836decbc5c8fc2dbae7bd3b,206,884
03c6699ea836decbc5c8fc2dbae7bd3b,207,553
03c6699ea836decbc5c8fc2dbae7bd3b,208,627
03c6699ea836decbc5c8fc2dbae7bd3b,209,913
03c6699ea836decbc5c8fc2dbae7bd3b,210,973
03c6699ea836decbc5c8fc2dbae7bd3b,211,780
03c6699ea836decbc5c8fc2dbae7bd3b,212,762
03c6699ea836decbc5c8fc2dbae7bd3b,213,944
03c6699ea836decbc5c8fc2dbae7bd3b,214,1000
03c6699ea836decbc5c8fc2dbae7bd3b,215,878
03c6699ea836decbc5c8fc2dbae7bd3b,216,705
03c6699ea836decbc5c8fc2dbae7bd3b,217,748
03c6699ea836decbc5c8fc2dbae7bd3b,218,740
03c6699ea836decbc5c8fc2dbae7bd3b,219,753
03c6699ea836decbc5c8fc2dbae7bd3b,220,654
03c6699ea836decbc5c8fc2dbae7bd3b,221,683
03c6699ea836decbc5c8fc2dbae7bd3b,222,915
03c6699ea836decbc5c8fc2dbae7bd3b,223,812
03c6699ea836decbc5c8fc2dbae7bd3b,224,832
03c6699ea836decbc5c8fc2dbae7bd3b,225,1307
03c6699ea836decbc5c8fc2dbae7bd3b,226,1134
03c6699ea836decbc5c8fc2dbae7bd3b,227,950
03c6699ea836decbc5c8fc2dbae7bd3b,228,783
03c6699ea836decbc5c8fc2dbae7bd3b,229,1464
03c6699ea836decbc5c8fc2dbae7bd3b,230,1145
03c6699ea836decbc5c8fc2dbae7bd3b,231,793
03c6699ea836decbc5c8fc2dbae7bd3b,232,563
03c6699ea836decbc5c8fc2dbae7bd3b,233,981
03c6699ea836decbc5c8fc2dbae7bd3b,234,615
